year,Country,Season
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,US,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,UK,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Rest of North America,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,Germany,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,France,Summer
1908,Soviet Union,Summer
1908,Soviet Union,Summer
1908,Soviet Union,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Germany,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Rest of North America,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,US,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,UK,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,Italy,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,France,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
1912,Rest of Europe,Summer
